book_id,is_ebook,text_reviews_count,average_rating,language_code,num_pages,publication_month,publication_year,ratings_count,title,sample_rating,read_duration,genre
6569573,true,40,4.29,en-US,699,12,2008,2182,"Beyond the Shadows (Night Angel, #3)",5.0,7.666666666666667,fantasy_paranormal
20118318,false,23,4.1,eng,,,,971,A Feast for Crows (A Song of Ice and Fire #4),4.0,216.0,fantasy_paranormal
18192953,true,71,3.69,eng,385,8,2012,1214,"The Gatekeeper's Sons (Gatekeeper's Saga, #1)",4.0,2.0,fantasy_paranormal
7670661,false,356,3.85,en-US,209,4,2011,1711,"Rage (Riders of the Apocalypse, #2)",4.0,8.5,fantasy_paranormal
22841994,false,1177,4.45,eng,332,9,2014,7441,Harry Potter and the Philosopher's Stone,3.9285714285714284,4.857142857142857,fantasy_paranormal
27069953,false,151,4.07,eng,368,5,2016,1059,"Haunted Destiny (Krewe of Hunters, #18)",4.0,4.333333333333333,fantasy_paranormal
629072,false,22,3.79,eng,217,9,1992,515,"Mistworld (Twilight of the Empire, #1)",4.0,6.0,fantasy_paranormal
16102049,false,49,4.46,jpn,192,10,2012,2867,黒執事 XV [Kuroshitsuji XV],5.0,0.0,fantasy_paranormal
9684527,false,175,3.48,en-US,401,,,821,Queen of Kings,4.0,3.5,fantasy_paranormal
17707576,true,255,3.96,eng,,,,2189,"A Potion to Die For (A Magic Potion Mystery, #1)",2.75,51.5,fantasy_paranormal
18077961,false,337,3.64,,280,3,2014,1461,"Liv, Forever",4.0,3.0,fantasy_paranormal
25076719,false,133,3.96,eng,168,7,2015,808,Mercy Thompson: Hopcross Jilly,4.0,0.0,fantasy_paranormal
3304,false,678,3.69,eng,408,4,2004,15766,"City of the Beasts (Eagle and Jaguar, #1)",2.4285714285714284,6.285714285714286,fantasy_paranormal
858668,false,67,4.3,eng,294,5,1997,1154,"Emperor Mage (Immortals, #3)",5.0,0.0,fantasy_paranormal
63213,false,102,4.3,,433,4,1985,6883,The Dunwich Horror and Others,4.0,13.0,fantasy_paranormal
12840440,false,417,4.31,eng,470,9,2012,7144,"How to Drive a Dragon Crazy (Dragon Kin, #6)",2.0,1.5,fantasy_paranormal
18480329,true,235,4.23,eng,613,4,2014,2168,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)",4.0,49.166666666666664,fantasy_paranormal
7507920,false,460,3.9,en-US,,,,4342,"Museum of Thieves (The Keepers, #1)",4.75,2.75,fantasy_paranormal
9565045,false,2295,4.28,en-US,307,8,2011,31809,"Second Grave on the Left (Charley Davidson, #2)",3.88,16.92,fantasy_paranormal
17261275,true,80,3.55,eng,258,12,2012,1316,"The Shock (After, #1)",3.0,1.0,fantasy_paranormal
9832985,true,145,4.23,eng,374,11,2011,4343,"Bound By Darkness (Guardians of Eternity, #8)",2.0,15.0,fantasy_paranormal
62479,false,110,4.15,en-US,,,,9799,"Servant of the Shard (Forgotten Realms: Paths of Darkness, #3; The Sellswords, #1)",3.0,10.0,fantasy_paranormal
15773536,true,81,4.11,eng,,4,2013,602,"Her Warriors' Three Wishes (Dante's Circle, #2)",4.0,2.0,fantasy_paranormal
15824178,false,390,3.91,eng,326,8,2013,3552,"Codex Born (Magic Ex Libris, #2)",4.375,5.875,fantasy_paranormal
256598,false,726,4.1,,480,8,2006,18856,"Curse of the Bane (The Last Apprentice / Wardstone Chronicles, #2)",3.888888888888889,3.888888888888889,fantasy_paranormal
6150364,false,85,3.53,eng,304,7,2009,1505,"Skin Deep (Laura Blackstone, #1)",4.0,6.0,fantasy_paranormal
23155800,true,68,4.09,eng,,,,1021,"Sacrificed to the Dragon: Part 4 (Stonefire Dragons, #1 part 4 of 4)",4.0,0.0,fantasy_paranormal
23306226,true,143,4.01,eng,302,12,2014,1294,"Court of Nightfall (The Nightfall Chronicles, #1)",5.0,2.0,fantasy_paranormal
10769811,false,131,4.42,eng,588,12,2010,972,"Last Sacrifice (Vampire Academy, #6)",4.125,9.5,fantasy_paranormal
6389874,false,688,3.65,en-US,357,11,2009,7585,"Tempest Rising (Jane True, #1)",3.8333333333333335,3.5,fantasy_paranormal
283870,false,245,4.07,eng,518,10,2000,2771,"The Amber Spyglass (His Dark Materials, #3)",3.6666666666666665,15.0,fantasy_paranormal
16113709,false,45,4.19,eng,128,7,2013,572,A Dandelion Wish,5.0,2.0,fantasy_paranormal
12708927,false,219,4.52,eng,2688,9,2011,5029,"Vampire Academy (Vampire Academy, #1-6)",5.0,2.0,fantasy_paranormal
111332,false,3954,4.29,eng,288,1,2004,50490,"Into the Wild (Warriors, #1)",3.375,86.25,fantasy_paranormal
25164304,false,1237,3.68,eng,389,11,2016,5121,Of Fire and Stars,4.0,9.214285714285714,fantasy_paranormal
16121479,true,86,4.07,,254,10,2012,1762,"Exalted (Stained, #4)",4.5,2.0,fantasy_paranormal
13484974,true,164,4.15,eng,32,4,2012,1540,"Home (Downside Ghosts, #3.6)",4.0,1.0,fantasy_paranormal
11455192,false,93,3.72,eng,384,2,2012,630,"Inked Magic (Inked Magic, #1)",4.0,8.0,fantasy_paranormal
25776221,false,556,3.96,eng,316,3,2016,3400,"Rebel of the Sands (Rebel of the Sands, #1)",3.5555555555555554,11.11111111111111,fantasy_paranormal
25451852,true,1179,4.35,eng,712,,,13351,"Dawn of Wonder (The Wakening, #1)",3.125,12.25,fantasy_paranormal
12530316,false,468,3.13,,284,3,2012,2595,The Vanishers,3.0,4.0,fantasy_paranormal
17666087,true,92,4.34,eng,301,3,2013,752,"Xander's Chance (Damian Eternal, #1)",2.6666666666666665,78.0,fantasy_paranormal
846613,false,368,3.97,eng,392,7,2007,8727,"Scent of Darkness (Darkness Chosen, #1)",1.3333333333333333,2.0,fantasy_paranormal
25293695,false,1815,4.45,eng,508,4,2016,13960,"The Beast (Black Dagger Brotherhood, #14)",3.6666666666666665,13.25925925925926,fantasy_paranormal
26047931,true,102,4.08,eng,65,8,2015,771,"Impawsible (Buchanan Clan, #1; Southern Shifters)",2.0,0.0,fantasy_paranormal
23249649,false,119,3.89,en-GB,330,10,2014,1080,"Cipher (The Shadow Ravens, #1)",2.3333333333333335,6.333333333333333,fantasy_paranormal
6261242,false,106,3.7,eng,280,1,2009,666,The Fey,5.0,36.0,fantasy_paranormal
536790,false,141,4.06,eng,184,8,1995,11459,"Trumps of Doom (The Chronicles of Amber, #6)",4.2,9.4,fantasy_paranormal
18953946,true,26,4.24,eng,320,11,2013,523,"Preserving Will (The Aliomenti Saga, #5)",5.0,5.0,fantasy_paranormal
28954021,false,238,3.62,eng,368,11,2016,959,"Fate of Flames (Effigies, #1)",3.0,1.0,fantasy_paranormal
18049727,true,100,4.01,eng,164,6,2013,525,Winter Winds,5.0,0.0,fantasy_paranormal
472778,false,52,4.02,,381,10,1984,2642,"The Heritage of Hastur (Darkover, #18)",5.0,5.0,fantasy_paranormal
7948945,false,1266,3.78,eng,324,3,2011,15752,"Falling Under (Falling Under, #1)",2.125,3.875,fantasy_paranormal
183274,false,424,3.24,,237,8,2005,3356,Thirsty,3.5,1.0,fantasy_paranormal
62547,false,87,4.21,en-US,500,6,2006,2515,"Crisscross (Repairman Jack, #8)",5.0,1.0,fantasy_paranormal
16174968,true,77,4.27,en-GB,209,1,2013,3189,"Refugee (The Captive, #3)",4.5,2.0,fantasy_paranormal
6293900,false,284,4.11,en-US,,,,1497,The Lost Conspiracy,5.0,3.0,fantasy_paranormal
29229799,false,136,3.75,eng,352,5,2016,676,The Rest of Us Just Live Here,4.333333333333333,0.6666666666666666,fantasy_paranormal
386376,false,89,4.06,eng,550,10,1986,1657,"The Vampire Lestat (The Vampire Chronicles, #2)",4.0,18.0,fantasy_paranormal
12677913,false,1946,4.41,eng,464,9,2012,18811,"Tiger's Destiny (The Tiger Saga, #4)",4.214285714285714,65.0,fantasy_paranormal
106588,false,183,3.68,eng,346,7,2006,1804,Destiny (Rogue Angel #1),2.0,0.0,fantasy_paranormal
28320545,true,80,4.28,eng,,,,620,"Ghost of a Chance (Southern Ghost Hunter Mysteries, #2.5)",4.0,0.3333333333333333,fantasy_paranormal
12857604,true,64,3.81,eng,74,2,2012,919,Claiming Her Geeks,1.5,0.0,fantasy_paranormal
26883555,false,157,3.58,eng,88,,,607,Forest of Memory,5.0,1.0,fantasy_paranormal
13563648,true,44,4.38,en-GB,251,3,2012,1221,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",4.0,0.0,fantasy_paranormal
12098371,false,466,4.22,eng,337,2,2012,7039,"Nice Girls Don't Bite Their Neighbors (Jane Jameson, #4)",4.0,20.75,fantasy_paranormal
22876348,true,44,4.36,eng,,,,509,"Blood & Thunder (THIRDS, #2)",5.0,0.0,fantasy_paranormal
13355451,false,103,4.54,eng,1128,8,2005,720,"A Storm of Swords (A Song of Ice and Fire, #3)",4.0,51.5,fantasy_paranormal
13414569,false,223,4.25,en-US,306,,,1687,The Hobbit,3.6,11.4,fantasy_paranormal
123408,false,357,4.04,eng,295,2,2002,8361,"Dragon Bones (Hurog, #1)",3.3333333333333335,4.0,fantasy_paranormal
22351151,false,382,3.67,eng,350,1,2015,1694,The Accidental Alchemist,4.5,1.5,fantasy_paranormal
7857711,false,176,3.86,en-US,294,9,2010,950,"Masques (Sianim, #1)",3.6666666666666665,56.333333333333336,fantasy_paranormal
20742851,true,45,3.39,eng,36,2,2014,548,Breed Her (Warriors of Hades #1),4.5,0.0,fantasy_paranormal
10611,false,2215,3.92,eng,427,,,73888,The Eyes of the Dragon,3.6666666666666665,10.533333333333333,fantasy_paranormal
17661892,false,9,4.43,kor,343,1,2007,844,"달빛 조각사 2 (The Legendary Moonlight Sculptor, #2)",4.0,0.0,fantasy_paranormal
3396458,false,45,3.71,,336,12,2008,526,"Evil Ways (Quincey Morris, #2)",3.0,5.0,fantasy_paranormal
17624060,false,175,4.1,eng,484,4,2013,935,The Golem and the Djinni (The Golem and the Djinni #1),3.5,320.5,fantasy_paranormal
11290495,false,129,3.74,,329,10,2011,553,The Sleepwalkers,3.0,1.0,fantasy_paranormal
2465823,false,59,3.96,,,,,867,"Vassalord, Volume 1",3.0,0.0,fantasy_paranormal
11966216,false,1243,4.04,en-US,324,,,30092,"Torn (Trylle, #2)",4.0,4.142857142857143,fantasy_paranormal
23532819,true,275,3.74,eng,165,11,2014,2026,Crying Wolf (Fated Mates #1; Black River Pack #1),4.375,0.5,fantasy_paranormal
11647944,false,191,3.89,eng,224,1,2012,1470,Destiny's Fire,3.5,24.5,fantasy_paranormal
36198324,true,84,4.25,eng,,,,718,Savage Bite (Savage Shifters #1),5.0,0.0,fantasy_paranormal
11250053,false,10122,3.95,eng,386,2,2012,74041,The Snow Child,3.6483516483516483,22.13186813186813,fantasy_paranormal
18192906,true,111,4.21,eng,397,7,2013,1508,"Until the End of the World (Until the End of the World, #1)",4.0,5.0,fantasy_paranormal
26013064,true,67,3.87,eng,,,,543,"One Wilde Night (Immortal Vegas, #0.5)",5.0,0.0,fantasy_paranormal
741506,false,12,4.12,eng,200,3,2004,1417,"Ceres: Celestial Legend, Vol. 7: Maya",3.0,5.0,fantasy_paranormal
332854,false,400,3.77,en-US,424,4,2007,5349,"The Shadow Thieves (Cronus Chronicles, #1)",3.0,5.0,fantasy_paranormal
18125332,true,34,4.13,en-US,327,9,2013,979,"One Lucky Vampire (Argeneau, #19)",3.5,2.5,fantasy_paranormal
28220957,false,258,3.68,eng,304,9,2016,762,The Secret Ingredient of Wishes,5.0,1.0,fantasy_paranormal
25944381,false,1492,3.62,eng,208,1,2016,12238,"Cruel Crown (Red Queen, #0.1-#0.2)",3.185185185185185,23.88888888888889,fantasy_paranormal
274139,false,40,3.83,en-GB,182,,,856,"Kiss of Darkness (Charmed, #2)",5.0,27.0,fantasy_paranormal
2161614,false,93,3.87,eng,684,11,2007,1676,"Evil for Evil (Engineer Trilogy, #2)",4.0,2.0,fantasy_paranormal
1422250,false,344,4.25,en-US,371,1,2008,15598,Vampires are Forever (Argeneau #8),2.857142857142857,1.8571428571428572,fantasy_paranormal
3331431,false,280,4.22,en-US,471,9,2008,9951,"Noah (Nightwalkers, #5)",4.0,5.0,fantasy_paranormal
2969219,false,93,3.41,eng,224,6,2007,654,"Salt (The Salt Trilogy, #1)",2.5,2.5,fantasy_paranormal
6323514,false,199,4.18,en-US,463,9,2009,3884,"The Naming of the Beasts (Felix Castor, #5)",4.4,7.6,fantasy_paranormal
6250211,false,237,4.12,,352,9,2009,1559,"Fire (Graceling Realm, #2)",4.0,11.0,fantasy_paranormal
13501210,true,483,4.37,eng,15,3,2011,2476,The Paper Menagerie,4.125,0.25,fantasy_paranormal
14015,false,51,4.4,,,,2003,5202,Queen's Own (Valdemar: Arrows of the Queen #1-3),5.0,37.0,fantasy_paranormal
16163914,true,140,3.82,en,293,10,2012,2498,Dead Spots (Scarlett Bernard #1),3.6666666666666665,1.6666666666666667,fantasy_paranormal
20734002,true,584,3.78,,320,9,2015,2539,The Weight of Feathers,2.888888888888889,12.0,fantasy_paranormal
10772719,true,80,4.1,en-GB,393,12,2010,1526,"Tall, Dark & Lonely (Pyte/Sentinel, #1)",3.5,1.0,fantasy_paranormal
4028900,false,161,3.82,eng,185,8,2008,4158,Immortal: Love Stories with Bite,3.0,2.0,fantasy_paranormal
12394032,false,381,3.64,eng,272,11,2012,2669,"Undeadly (The Reaper Diaries, #1)",2.0,0.5,fantasy_paranormal
20172134,false,798,3.88,eng,355,9,2014,4436,"Nightmares! (Nightmares!, #1)",3.8,8.9,fantasy_paranormal
7738444,true,50,3.94,eng,207,2,2010,1197,Savage Awakenings (Lost Shifters #3),3.5,0.0,fantasy_paranormal
18249114,false,153,3.55,eng,384,9,2014,795,"The Dolls (The Dolls, #1)",2.75,3.25,fantasy_paranormal
34825003,true,143,4.31,,,,,1128,"The Queen and the Cure (The Bird and the Sword Chronicles, #2)",4.666666666666667,16.666666666666668,fantasy_paranormal
22745352,true,61,4.16,eng,737,,,1841,"The Providence of Fire (Chronicle of the Unhewn Throne, #2)",4.0,21.0,fantasy_paranormal
31807161,true,55,4.49,en-CA,,,,1437,"We Have Contact (The Kurtherian Gambit, #12)",5.0,0.0,fantasy_paranormal
13058185,true,61,4.34,en-GB,,,,670,"Render (The Children of Man, #2)",4.0,2.0,fantasy_paranormal
317522,false,63,4.07,en-US,,,1973,628,"A Wind in the Door (A Wrinkle in Time Quintet, #2)",1.0,1.0,fantasy_paranormal
7605246,false,150,4.14,eng,343,,,3809,In the Company of Vampires (Dark Ones #8),5.0,2.0,fantasy_paranormal
13035363,true,245,3.92,eng,565,4,2012,2210,"Grave Mercy (His Fair Assassin, #1)",3.3333333333333335,29.666666666666668,fantasy_paranormal
263549,false,119,3.69,en-US,302,6,2007,2810,"Monster Planet (Monster Island, #3)",4.0,13.0,fantasy_paranormal
18403219,true,49,3.83,eng,181,8,2013,775,"Loving Her (Keeping Her, #2)",4.0,0.5,fantasy_paranormal
17997353,true,742,3.76,eng,18,5,2013,5753,"The Tailor (The Grisha, #1.5)",3.9166666666666665,0.3333333333333333,fantasy_paranormal
17728915,true,198,4.16,eng,204,4,2013,2312,"Hook's Pan (Kingdom, #5)",3.5,2.5,fantasy_paranormal
385742,false,1515,4.17,eng,312,5,2005,30278,"Gregor and the Prophecy of Bane (Underland Chronicles, #2)",3.5384615384615383,11.307692307692308,fantasy_paranormal
13518255,true,130,3.57,eng,368,10,2014,730,Chasing Power,2.6666666666666665,57.333333333333336,fantasy_paranormal
24929067,false,69,3.79,eng,308,2,2015,876,"Forging Divinity (The War of Broken Mirrors, #1)",4.0,5.5,fantasy_paranormal
851577,false,18,4.25,eng,468,11,2006,650,"The Mists of Sorrow (The Morcyth Saga, #7)",4.0,105.0,fantasy_paranormal
830497,false,77,4.34,en-GB,1415,,1991,624,The Stand,3.0,7.0,fantasy_paranormal
6990801,true,135,3.99,eng,400,10,2009,560,"Hush, Hush (Hush, Hush, #1)",4.333333333333333,3.6666666666666665,fantasy_paranormal
20631613,false,352,4.34,eng,329,10,2014,5430,"Broken Soul (Jane Yellowrock, #8)",4.2,7.0,fantasy_paranormal
15797050,false,397,3.91,eng,392,2,2013,1736,"Pantomime (Micah Grey, #1)",2.75,2.75,fantasy_paranormal
10954369,false,67,4.48,eng,192,6,2011,3609,"Kamisama Kiss, Vol. 3",2.1666666666666665,107.16666666666667,fantasy_paranormal
47587,false,426,4.12,eng,328,8,2003,11356,"Dark Lord of Derkholm (Derkholm, #1)",3.0,2.0,fantasy_paranormal
6419563,false,151,4.28,eng,200,11,2009,7450,"Black Bird, Vol. 02 (Black Bird, #2)",4.6,0.8,fantasy_paranormal
6984608,false,49,4.24,,304,1,2010,518,"Tenth Grade Bleeds (The Chronicles of Vladimir Tod, #3)",4.0,2.0,fantasy_paranormal
6314293,false,131,3.59,en-US,374,,,891,Flesh and Fire (Vineart War #1),1.5,5.0,fantasy_paranormal
481559,false,80,3.88,eng,564,10,2002,1114,"Blood And Gold (The Vampire Chronicles, #8)",5.0,849.0,fantasy_paranormal
22546584,false,384,4.02,eng,400,1,2015,2197,"Story Thieves (Story Thieves, #1)",3.25,51.0,fantasy_paranormal
18523711,true,467,4.28,eng,271,9,2014,6777,"Darkness (New Species, #12)",4.363636363636363,2.090909090909091,fantasy_paranormal
17204293,true,120,4.05,en-GB,,,,1890,"Monster Hunter International (Monster Hunter International, #1)",3.5,19.5,fantasy_paranormal
15853906,true,73,4.45,en-GB,448,1,2013,2964,"Ever After (The Hollows, #11)",4.5,1.5,fantasy_paranormal
17164686,false,152,4.24,eng,509,3,2013,767,Wool,4.0,16.5,fantasy_paranormal
30234240,true,81,3.9,en-GB,,,,617,"Even Witches Get the Blues (Wicked in Moonhaven, #1)",4.5,0.5,fantasy_paranormal
17668968,false,125,4.44,,,,,1480,"Sid (The Protectors, #4)",4.5,6.0,fantasy_paranormal
